"Region","Species","Conservation.Unit","Current.Spawner.Abundance","Years","Years.of.Data","percentile_status","percentile_red_prob","percentile_yellow_prob","percentile_green_prob","sr_status","sr_red_prob","sr_yellow_prob","sr_green_prob","WSP","WSP.Year","COSEWIC","COSEWIC.Year","Province","Province.Year","S25","S50","Sgen","Smsy"
"Central Coast","Lake sockeye","Devon","5,018","2013-2017","53","fair","1.52","96.4","2.08","good","0%","0.1%","99.9%"," "," "," "," "," "," ","3,000 (2,340 - 4,826)","6,000 (5,069 - 7,381)","1,595 (1,042 - 2,453)","3,334 (2,803 - 4,272)"
"Central Coast","Lake sockeye","Dome"," ",""," "," ","0.06","47.64","52.3"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Douglas Creek"," ",""," "," ","1.52","96.4","2.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Elizabeth"," ",""," "," ","1.52","96.4","2.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Elsie/Hoy"," ",""," "," ","1.52","96.4","2.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","End Hill Creek"," ",""," "," ","1.52","96.4","2.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Evelyn","1,300","2017-2021","64","fair","0.06","45.56","54.38","good","0.8%","27%","72.1%"," "," "," "," "," "," ","600 (416 - 1,047)","1,480 (881 - 1,801)","378 (185 - 847)","1,079 (769 - 1,789)"
"Central Coast","Lake sockeye","Evinrude Inlet"," ",""," "," ","1.52","96.4","2.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Fannie Cove"," ",""," "," ","0.38","49.3","50.32"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Freeda","600","2020-2020","28","good","0","17.82","82.18"," "," "," "," "," "," "," "," "," "," ","400 (370 - 406)","460 (423 - 726)"," ",""
"Central Coast","Lake sockeye","Hartley Bay","1,145","2017-2021","55","good","0","41.68","58.32","good","0%","0.8%","99.2%"," "," "," "," "," "," ","800 (649 - 942)","1,000 (917 - 1,393)","248 (156 - 436)","768 (625 - 981)"
"Central Coast","Lake sockeye","Hevenor Inlet"," ",""," "," ","0","41.68","58.32"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Higgins Lagoon"," ",""," "," ","0","41.68","58.32"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Kadjusdis River","3,800","2017-2021","52","good","0","0.78","99.22","fair","7%","52.2%","40.8%"," "," "," "," "," "," ","1,150 (874 - 1,956)","2,288 (1,659 - 3,529)","1,085 (452 - 4,326)","3,463 (2,104 - 9,467)"
"Central Coast","Lake sockeye","Kainet Creek","1,151","2017-2021","59","fair","6.48","86.08","7.44","fair","0.2%","71.7%","28.2%"," "," "," "," "," "," ","850 (516 - 1,253)","1,500 (1,039 - 2,090)","245 (115 - 544)","1,216 (908 - 1,820)"
"Central Coast","Lake sockeye","Kdelmashan Creek"," ",""," "," ","0","0.78","99.22"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Keecha","2,284","2014-2017","40","fair","25.5","74.42","0.08","fair","4%","72.9%","23%"," "," "," "," "," "," ","1,900 (1,358 - 2,896)","4,000 (2,899 - 5,686)","731 (293 - 2,116)","2,436 (1,658 - 4,436)"
"Central Coast","Lake sockeye","Kent Inlet Lagoon Creek"," ",""," "," ","25.5","74.42","0.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Kenzuwash Creeks"," ",""," "," ","25.5","74.42","0.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Keswar Creek"," ",""," "," ","25.5","74.42","0.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Kildidt Creek"," ",""," "," ","25.5","74.42","0.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Kildidt Lagoon Creek"," ",""," "," ","25.5","74.42","0.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Kimsquit"," ",""," "," ","6.48","86.08","7.44"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Kisameet"," ",""," "," ","25.5","74.42","0.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Kitkiata"," ",""," "," ","6.48","86.08","7.44"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Kitlope","14,780","2017-2021","65","poor","42.54","57.46","0","poor","78%","22%","0%"," "," "," "," "," "," ","16,000 (10,269 - 19,258)","24,800 (18,387 - 31,691)","16,198 (10,697 - 29,205)","32,490 (22,979 - 49,404)"
"Central Coast","Lake sockeye","Koeye","7,488","2017-2021","57","good","0","0","100","good","2.7%","21.1%","76.2%"," "," "," "," "," "," ","2,000 (1,868 - 3,391)","4,000 (3,265 - 5,247)","2,019 (695 - 6,065)","5,111 (3,203 - 12,342)"
"Central Coast","Lake sockeye","Kooryet","617","2016-2020","46","poor","100","0","0","poor","99.9%","0.1%","0%"," "," "," "," "," "," ","1,405 (1,158 - 2,641)","4,150 (2,700 - 5,592)","1,506 (772 - 2,919)","2,965 (1,901 - 4,919)"
"Central Coast","Lake sockeye","Kunsoot River"," ",""," "," ","100","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Kwakwa Creek","1,130","2021-2021","51","poor","63.44","36.48","0.08"," "," "," "," "," "," "," "," "," "," ","1,500 (729 - 1,950)","2,400 (1,511 - 3,258)"," ",""
"Central Coast","Lake sockeye","Lewis Creek"," ",""," "," ","63.44","36.48","0.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Limestone Creek"," ",""," "," ","63.44","36.48","0.08"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Long","59,096","2010-2014","61","fair","3.06","72.64","24.3"," "," "," "," "," "," "," "," "," "," ","26,827 (17,504 - 60,165)","84,098 (43,160 - 108,022)"," ",""
"Central Coast","Lake sockeye","Lowe/Simpson/Weir","3,061","2017-2021","50","poor","97.26","2.74","0","poor","81.5%","17.6%","0.8%"," "," "," "," "," "," ","4,100 (3,036 - 6,553)","7,000 (6,045 - 10,620)","3,422 (2,337 - 5,018)","5,383 (3,339 - 7,742)"
"Central Coast","Lake sockeye","Mary Cove Creek","430","2015-2018","53","fair","43.7","55.8","0.5","poor","100%","0%","0%"," "," "," "," "," "," ","340 (204 - 814)","800 (514 - 1,732)","2,389 (1,387 - 4,831)","5,177 (3,441 - 9,938)"
"Central Coast","Lake sockeye","Mcdonald Creek"," ",""," "," ","43.7","55.8","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Mcloughlin"," ",""," "," ","43.7","55.8","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Mikado","3,990","2015-2017","48","fair","0.1","93.42","6.48","good","0%","0%","100%"," "," "," "," "," "," ","3,000 (2,031 - 3,674)","4,405 (3,908 - 5,856)","891 (575 - 1,373)","2,025 (1,735 - 2,434)"
"Central Coast","Lake sockeye","Monckton Inlet Creek"," ",""," "," ","0.1","93.42","6.48"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Namu","3,623","2017-2021","52","good","0","0.42","99.58","good","1%","6.2%","92.8%"," "," "," "," "," "," ","1,500 (1,193 - 2,286)","3,000 (2,168 - 3,351)","1,054 (453 - 2,519)","2,239 (1,607 - 4,082)"
"Central Coast","Lake sockeye","Owikeno","191,314","2015-2019","66","fair","61.08","38.76","0.16","poor","80.1%","19.9%","0.1%"," "," "," "," "," "," ","188,308 (115,963 - 335,702)","399,206 (245,525 - 562,051)","211,234 (129,171 - 404,308)","333,549 (237,964 - 558,014)"
"Central Coast","Lake sockeye","Pine River"," ",""," "," ","42.54","57.46","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Port John","542","2017-2021","44","fair","1.68","83.08","15.24","fair","30.5%","66.7%","2.8%"," "," "," "," "," "," ","284 (151 - 518)","600 (432 - 1,049)","314 (107 - 1,391)","780 (423 - 2,718)"
"Central Coast","Lake sockeye","Powles Creek"," ",""," "," ","1.68","83.08","15.24"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Price Creek"," ",""," "," ","1.68","83.08","15.24"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Roderick","302","2016-2020","43","poor","95.42","4.58","0","poor","90.2%","9.3%","0.5%"," "," "," "," "," "," ","375 (288 - 417)","500 (400 - 580)","410 (182 - 1,147)","696 (288 - 1,763)"
"Central Coast","Lake sockeye","Ryan Creek"," ",""," "," ","95.42","4.58","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Salter"," ",""," "," ","95.42","4.58","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Scoular/Kilpatrick"," ",""," "," ","95.42","4.58","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Sheneeza Inlet"," ",""," "," ","95.42","4.58","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Ship Point Creek"," ",""," "," ","95.42","4.58","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Soda Creek"," ",""," "," ","0.94","72.4","26.66"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","South Atnarko Lakes"," ",""," "," ","61.08","38.76","0.16"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Spencer Creek"," ",""," "," ","95.42","4.58","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Stannard Creek"," ",""," "," ","95.42","4.58","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Talamoosa Creek"," ",""," "," ","95.42","4.58","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Tankeeah River","2,000","2020-2020","53","poor","48.76","50.88","0.36","fair","10.1%","89.8%","0.1%"," "," "," "," "," "," ","2,000 (1,251 - 2,898)","3,400 (2,311 - 4,865)","892 (382 - 2,503)","3,055 (2,204 - 5,645)"
"Central Coast","Lake sockeye","Treneman Creek"," ",""," "," ","48.76","50.88","0.36"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Tsimtack/Moore/Roger","1,900","2017-2021","43","fair","53.28","46.7","0.02","fair","4%","53.7%","42.3%"," "," "," "," "," "," ","1,500 (1,180 - 3,105)","3,000 (2,782 - 6,252)","477 (148 - 1,781)","1,837 (1,013 - 4,458)"
"Central Coast","Lake sockeye","Tuno Creek East"," ",""," "," ","53.28","46.7","0.02"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Tuno Creek West"," ",""," "," ","53.28","46.7","0.02"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Tuwartz"," ",""," "," ","0.38","49.3","50.32"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Tyler Creek"," ",""," "," ","53.28","46.7","0.02"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Wale Creek"," ",""," "," ","53.28","46.7","0.02"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Wannock (Owikeno)"," ",""," "," ","61.08","38.76","0.16"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Watt Bay"," ",""," "," ","53.28","46.7","0.02"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","West Creek"," ",""," "," ","53.28","46.7","0.02"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Yaaklele Lagoon"," ",""," "," ","53.28","46.7","0.02"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Lake sockeye","Yeo","735","2017-2021","51","fair","0.36","72.34","27.3","fair","3.1%","80.3%","16.6%"," "," "," "," "," "," ","370 (231 - 604)","900 (547 - 1,188)","284 (120 - 659)","820 (546 - 1,414)"
"Central Coast","Pink (even)","Hecate Lowlands (even)","449,484","2020-2020","34","poor","76.06","23.86","0.08","fair","9.7%","65.8%","24.5%"," "," "," "," "," "," ","462,836 (350,504 - 732,890)","785,495 (578,517 - 1,011,269)","193,023 (67,903 - 536,769)","478,988 (336,371 - 883,073)"
"Central Coast","Pink (even)","Hecate Strait-Fjords (even)","11,874,814","2020-2020","34","good","0","0","100","good","0%","0%","100%"," "," "," "," "," "," ","1,879,552 (1,029,608 - 3,116,246)","3,327,170 (2,591,002 - 4,751,423)","492,561 (221,783 - 1,143,861)","1,784,066 (1,374,500 - 2,655,276)"
"Central Coast","Pink (odd)","Hecate Strait-Fjords (odd)","1,295,152","2021-2021","34","good","0.64","35.72","63.64","good","1.3%","7.8%","90.9%"," "," "," "," "," "," ","650,796 (470,785 - 1,124,915)","1,101,868 (760,545 - 1,907,353)","556,156 (338,598 - 1,034,125)","917,916 (670,731 - 1,454,176)"
"Central Coast","Pink (odd)","Hecate Strait-Lowlands (odd)","614,739","2021-2021","34","good","1.72","58.22","40.06","good","0%","0.1%","99.9%"," "," "," "," "," "," ","377,772 (279,129 - 596,340)","601,260 (463,682 - 818,259)","145,405 (88,036 - 276,645)","345,186 (275,893 - 473,059)"
"Central Coast","Pink (odd)","Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)","461,427","2021-2021","33","fair","31.16","58.96","9.88","good","2.9%","35.1%","62%"," "," "," "," "," "," ","393,923 (107,529 - 918,871)","903,180 (327,947 - 1,799,469)","190,510 (46,523 - 438,479)","405,754 (0 - 741,448)"
"Central Coast","River sockeye","Northern Coastal Fjords (river-type)","2,318","2018-2021","62","poor","99.98","0.02","0","poor","100%","0%","0%"," "," "," "," "," "," ","16,026 (4,811 - 31,738)","65,074 (11,025 - 65,224)","31,994 (16,120 - 69,183)","48,165 (30,315 - 91,829)"
"Central Coast","River sockeye","Northern Coastal Streams (river-type)"," ",""," "," ","99.98","0.02","0"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","River sockeye","Rivers-Smith Inlets (river-type)"," ",""," "," ","0.36","72.34","27.3"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Steelhead","Central Coast Winter"," ",""," "," ","0.64","35.72","63.64"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Steelhead","North Coast Summer"," ",""," "," ","0.64","35.72","63.64"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Steelhead","North Coast Winter"," ",""," "," ","0.64","35.72","63.64"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Central Coast","Steelhead","Transition Summer"," ",""," "," ","0.64","35.72","63.64"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Fraser","Chinook","Boundary Bay (Fall 4-1)","167","2015-2018","24","good","0","15.88","84.12"," "," "," "," "," "," ","Threatened","2018"," "," ","75 (59 - 122)","156 (99 - 197)"," ",""
"Fraser","Chinook","Fraser Canyon-Nahatlatch (Spring 5-2)","69","2019-2023","41","good","0","0.3","99.7"," "," "," "," ","Data Deficient","2012","Endangered","2015"," "," ","17 (12 - 30)","50 (25 - 58)"," ",""
"Fraser","Chinook","Lower Fraser River (Fall 4-1)","65,835","2020-2023","49","fair","1.4","76.92","21.68"," "," "," "," ","Green","2012","Threatened","2015"," "," ","42,953 (33,887 - 63,578)","77,754 (54,999 - 97,885)"," ",""
"Fraser","Chinook","Lower Fraser River (Spring 5-2)","214","2019-2023","49","fair","37.98","61.94","0.08"," "," "," "," "," "," ","Special Concern","2015"," "," ","200 (158 - 273)","320 (261 - 450)"," ",""
"Fraser","Chinook","Lower Fraser River (Summer 5-2)","41","2019-2023","31","fair","0.04","89.02","10.94"," "," "," "," ","Data Deficient","2012","Threatened","2015"," "," ","28 (24 - 31)","60 (35 - 61)"," ",""
"Fraser","Chinook","Lower Fraser River-Maria Slough (Summer 4-1)","38","2020-2023","49","poor","93.34","6.66","0"," "," "," "," "," "," ","Endangered","2018"," "," ","68 (33 - 120)","130 (81 - 245)"," ",""
"Fraser","Chinook","Lower Fraser River-Upper Pitt (Summer 5-2)","35","2019-2023","36","poor","99.66","0.34","0"," "," "," "," ","Data Deficient","2012","Endangered","2015"," "," ","99 (49 - 159)","184 (110 - 274)"," ",""
"Fraser","Chinook","Lower Thompson River (Spring 4-2)","8,703","2020-2023","49","good","0.08","57.14","42.78"," "," "," "," ","Red","2012","Endangered","2018"," "," ","5,375 (4,033 - 7,286)","8,357 (6,794 - 11,540)"," ",""
"Fraser","Chinook","Middle Fraser River (Spring 5-2)","3,484","2019-2023","49","poor","72.36","27.42","0.22"," "," "," "," ","Red","2012","Threatened","2015"," "," ","3,791 (2,576 - 6,037)","5,406 (4,188 - 9,276)"," ",""
"Fraser","Chinook","Middle Fraser River (Summer 5-2)","9,836","2019-2023","49","fair","48.28","51.26","0.46"," "," "," "," ","Amber","2012","Threatened","2015"," "," ","9,552 (7,495 - 12,838)","14,474 (10,582 - 17,344)"," ",""
"Fraser","Chinook","Middle Fraser River-Portage (Fall 5-2)","50","2019-2023","49","poor","40.08","59.92","0"," "," "," "," ","Red","2012","Endangered","2015"," "," ","50 (36 - 67)","100 (68 - 123)"," ",""
"Fraser","Chinook","North Thompson River (Spring 5-2)","394","2019-2023","49","fair","18.18","65.26","16.56"," "," "," "," ","Red","2012","Endangered","2015"," "," ","284 (173 - 533)","479 (294 - 890)"," ",""
"Fraser","Chinook","North Thompson River (Summer 5-2)","3,392","2019-2023","49","fair","13.24","81.1","5.66"," "," "," "," ","Red","2012","Endangered","2015"," "," ","2,644 (1,977 - 3,803)","3,961 (3,203 - 5,208)"," ",""
"Fraser","Chinook","Shuswap River (Summer 4-1)","39,420","2020-2023","49","good","0","0","100"," "," "," "," "," "," ","Not at risk","2015"," "," ","16,576 (10,475 - 19,906)","22,754 (18,125 - 29,886)"," ",""
"Fraser","Chinook","South Thompson River (Summer 4-1)","164,489","2020-2023","49","good","0","0","100"," "," "," "," ","Green","2012","Not at risk","2015"," "," ","8,200 (8,108 - 37,029)","31,755 (16,163 - 73,013)"," ",""
"Fraser","Chinook","South Thompson River (Summer 5-2)","1,371","2019-2023","49","good","0","14.26","85.74"," "," "," "," ","Red_amber","2012","Endangered","2018"," "," ","781 (638 - 1,040)","1,159 (985 - 1,489)"," ",""
"Fraser","Chinook","South Thompson River-Bessette Creek (Summer 4-2)","20","2022-2023","48","fair","81.32","18.68","0"," "," "," "," ","Red","2012","Endangered","2015"," "," ","17 (14 - 51)","80 (49 - 155)"," ",""
"Fraser","Chinook","South Thompson-Adams River Upper","101","2018-2018","14","good","0","0","100"," "," "," "," "," "," "," "," "," "," ","62 (43 - 61)","99 (69 - 88)"," ",""
"Fraser","Chinook","Upper Fraser River (Spring 5-2)","8,521","2019-2023","49","poor","92.58","7.42","0"," "," "," "," ","Red","2012","Endangered","2015"," "," ","10,134 (7,777 - 15,206)","16,116 (11,797 - 21,290)"," ",""
"Fraser","Chum","Lower Fraser"," ","","25"," ","0","0","100"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Fraser","Coho","Boundary Bay"," ",""," "," ","0","0","100"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Fraser","Coho","Fraser Canyon","4,325","2020-2022","39","good","0.12","23.4","76.48"," "," "," "," ","Amber","2011","Threatened","2015"," "," ","2,288 (1,368 - 3,425)","4,096 (2,499 - 5,384)","7,964 (2,670 - 37,603)","10,519 (3,779 - 46,376)"
"Fraser","Coho","Interior Fraser","10,861","2020-2022","39","good","0","0","100"," "," "," "," ","Amber","2011","Threatened","2015"," "," ","2,336 (1,789 - 3,082)","3,920 (3,172 - 4,914)","4,270 (1,694 - 18,341)","5,887 (2,729 - 22,849)"
"Fraser","Coho","Lillooet"," ",""," "," ","0","0","100"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Fraser","Coho","Lower Fraser"," ",""," "," ","0","0","100"," "," "," "," "," "," "," "," "," "," "," "," "," ",""
"Fraser","Coho","Lower Thompson","20,738","2020-2022","39","good","0","0","100"," "," "," "," ","Amber_green","2011","Threatened","2015"," "," ","4,728 (3,584 - 6,410)","7,431 (6,034 - 9,457)","4,018 (1,456 - 15,781)","5,027 (2,206 - 18,221)"
